Unnamed: 0,year-name,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,year,Player
166,2003-A.J. Guyton,PG,24,GSW,2,9,-9.0,0.0,0.25,0.0,0.0,0.0,0.0,28.7,5.7,0.0,20.0,23.6,-0.1,0.0,-0.1,-0.45,-14.1,-2.3,-16.4,0.0,2003,A.J. Guyton
8285,2017-A.J. Hammons,C,24,DAL,22,163,8.4,0.472,0.238,0.476,5.4,21.0,12.8,3.8,0.3,7.2,16.4,17.6,-0.2,0.2,0.0,-0.001,-6.6,0.0,-6.6,-0.2,2017,A.J. Hammons
4344,2010-A.J. Price,PG,23,IND,56,865,14.0,0.53,0.492,0.212,1.5,9.7,5.6,20.5,2.0,0.2,13.2,22.7,0.4,0.8,1.2,0.065,-0.1,-0.4,-0.5,0.3,2010,A.J. Price
4952,2011-A.J. Price,PG,24,IND,50,795,10.7,0.454,0.466,0.253,2.3,7.8,5.0,22.7,1.8,0.1,13.0,22.7,-0.4,0.7,0.3,0.02,-1.9,-1.1,-2.9,-0.2,2011,A.J. Price
5514,2012-A.J. Price,PG,25,IND,44,568,11.5,0.454,0.506,0.201,2.6,9.4,6.0,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,0.063,-0.6,-0.5,-1.0,0.1,2012,A.J. Price
6084,2013-A.J. Price,PG,26,WAS,57,1278,12.4,0.501,0.484,0.15,1.7,8.2,4.9,26.4,1.3,0.2,12.7,18.0,1.0,1.2,2.2,0.084,-0.2,-0.4,-0.6,0.5,2013,A.J. Price
6692,2014-A.J. Price,SG,27,MIN,28,99,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0.0,13.0,23.2,-0.1,0.0,0.0,-0.012,-2.4,-2.4,-4.8,-0.1,2014,A.J. Price
7316,2015-A.J. Price,PG,28,TOT,26,324,12.0,0.451,0.416,0.175,2.1,8.9,5.6,23.5,1.1,0.0,8.7,22.5,0.0,0.2,0.3,0.041,-0.3,-1.1,-1.4,0.0,2015,A.J. Price
7317,2015-A.J. Price,PG,28,IND,10,193,17.1,0.542,0.438,0.202,1.2,6.8,4.0,25.3,1.1,0.0,9.4,25.1,0.3,0.2,0.5,0.123,3.7,-0.8,3.0,0.2,2015,A.J. Price
7318,2015-A.J. Price,PG,28,CLE,11,87,7.7,0.3,0.324,0.176,5.4,14.3,9.9,22.1,1.8,0.0,7.6,20.6,-0.2,0.1,-0.1,-0.051,-4.6,-1.3,-5.9,-0.1,2015,A.J. Price
7319,2015-A.J. Price,PG,28,PHO,5,44,-1.6,0.214,0.5,0.0,0.0,7.5,3.7,18.7,0.0,0.0,6.7,15.0,-0.1,0.0,-0.1,-0.14,-9.5,-2.3,-11.8,-0.1,2015,A.J. Price
2804,2008-Aaron Brooks,PG,23,HOU,51,608,13.1,0.535,0.484,0.218,2.5,7.9,5.2,23.5,1.1,0.6,15.1,21.8,0.6,0.8,1.4,0.112,-0.5,0.2,-0.2,0.3,2008,Aaron Brooks
3403,2009-Aaron Brooks,PG,24,HOU,80,1998,12.9,0.521,0.395,0.22,2.0,7.0,4.6,20.2,1.2,0.3,12.7,22.9,1.4,2.2,3.6,0.086,-0.3,-0.6,-0.9,0.6,2009,Aaron Brooks
3983,2010-Aaron Brooks,PG,25,HOU,82,2919,16.0,0.549,0.394,0.224,2.0,6.6,4.2,25.6,1.2,0.3,13.7,25.7,3.9,1.6,5.5,0.091,2.3,-1.6,0.7,1.9,2010,Aaron Brooks
4578,2011-Aaron Brooks,PG,26,TOT,59,1284,13.1,0.489,0.402,0.239,1.8,5.2,3.5,28.9,1.3,0.2,13.2,25.9,0.7,0.4,1.1,0.04,-0.3,-2.7,-3.0,-0.3,2011,Aaron Brooks
4579,2011-Aaron Brooks,PG,26,HOU,34,811,11.7,0.465,0.437,0.214,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,0.1,0.3,0.4,0.023,-1.3,-2.8,-4.1,-0.4,2011,Aaron Brooks
4580,2011-Aaron Brooks,PG,26,PHO,25,473,15.6,0.533,0.335,0.285,2.2,4.4,3.3,35.3,1.4,0.2,16.4,25.7,0.6,0.1,0.7,0.07,1.3,-2.4,-1.1,0.1,2011,Aaron Brooks
5735,2013-Aaron Brooks,PG,28,TOT,53,997,11.8,0.555,0.424,0.165,1.5,7.9,4.6,18.0,1.5,0.8,16.5,18.1,0.8,0.0,0.8,0.041,-0.8,-1.4,-2.2,0.0,2013,Aaron Brooks
5736,2013-Aaron Brooks,PG,28,SAC,46,959,12.1,0.562,0.419,0.172,1.4,8.1,4.7,17.8,1.5,0.6,16.2,18.0,0.9,0.0,0.9,0.045,-0.7,-1.4,-2.1,0.0,2013,Aaron Brooks
5737,2013-Aaron Brooks,PG,28,HOU,7,38,5.6,0.385,0.538,0.0,3.0,3.0,3.0,23.1,1.3,6.0,23.5,19.6,-0.1,0.0,0.0,-0.063,-4.1,0.1,-4.0,0.0,2013,Aaron Brooks
6320,2014-Aaron Brooks,PG,29,TOT,72,1557,12.5,0.518,0.427,0.164,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,1.3,0.9,2.2,0.067,-0.2,-0.8,-1.0,0.4,2014,Aaron Brooks
6321,2014-Aaron Brooks,PG,29,HOU,43,716,11.9,0.529,0.502,0.167,3.8,5.7,4.8,18.1,1.7,0.6,15.3,20.4,0.6,0.5,1.1,0.076,-0.1,-0.3,-0.4,0.3,2014,Aaron Brooks
6322,2014-Aaron Brooks,PG,29,DEN,29,841,12.9,0.508,0.365,0.16,2.6,7.5,5.0,27.7,1.6,0.6,16.2,20.5,0.6,0.4,1.0,0.058,-0.3,-1.2,-1.5,0.1,2014,Aaron Brooks
6921,2015-Aaron Brooks,PG,30,CHI,82,1885,14.4,0.534,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,1.7,1.5,3.3,0.083,0.3,-1.1,-0.8,0.5,2015,Aaron Brooks
7563,2016-Aaron Brooks,PG,31,CHI,69,1108,11.8,0.494,0.394,0.136,2.0,7.5,4.8,26.0,1.4,0.7,14.2,22.9,0.2,0.7,0.9,0.04,-1.3,-1.3,-2.6,-0.2,2016,Aaron Brooks
8145,2017-Aaron Brooks,PG,32,IND,65,894,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.4,-1.2,-3.7,-0.4,2017,Aaron Brooks
8750,2018-Aaron Brooks,PG,33,MIN,32,189,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-2.6,-1.3,-3.8,-0.1,2018,Aaron Brooks
7070,2015-Aaron Gordon,PF,19,ORL,47,797,11.4,0.517,0.231,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1.0,0.06,-2.6,-0.1,-2.7,-0.2,2015,Aaron Gordon
7680,2016-Aaron Gordon,PF,20,ORL,78,1863,17.0,0.541,0.245,0.333,9.0,21.3,15.1,10.3,1.6,2.4,9.0,17.3,3.2,2.2,5.4,0.139,0.9,0.1,1.0,1.4,2016,Aaron Gordon
8270,2017-Aaron Gordon,SF,21,ORL,80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2.0,1.7,3.7,0.077,-0.3,-0.7,-1.0,0.6,2017,Aaron Gordon
8887,2018-Aaron Gordon,PF,22,ORL,58,1909,16.5,0.53,0.395,0.26,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,0.072,0.9,-0.6,0.3,1.1,2018,Aaron Gordon
9584,2019-Aaron Gordon,PF,23,ORL,78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,2019,Aaron Gordon
10275,2020-Aaron Gordon,PF,24,ORL,62,2017,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0,2020,Aaron Gordon
10925,2021-Aaron Gordon,PF,25,TOT,50,1384,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,2021,Aaron Gordon
10926,2021-Aaron Gordon,PF,25,ORL,25,736,14.9,0.537,0.382,0.358,5.3,18.5,11.7,23.0,1.1,2.5,16.5,23.8,0.0,0.6,0.6,0.037,0.5,0.1,0.6,0.5,2021,Aaron Gordon
10927,2021-Aaron Gordon,PF,25,DEN,25,648,14.1,0.564,0.311,0.214,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,0.7,0.6,1.3,0.099,-0.1,-0.3,-0.4,0.3,2021,Aaron Gordon
11659,2022-Aaron Gordon,PF,26,DEN,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,2022,Aaron Gordon
2938,2008-Aaron Gray,C,23,CHI,61,613,13.9,0.529,0.005,0.485,12.5,18.7,15.5,11.4,1.8,2.0,18.7,22.0,0.1,0.8,0.8,0.066,-3.6,0.0,-3.5,-0.2,2008,Aaron Gray
3538,2009-Aaron Gray,C,24,CHI,56,715,11.5,0.508,0.006,0.353,13.5,21.7,17.6,9.6,1.0,1.8,17.2,14.5,0.5,0.8,1.3,0.086,-3.2,-0.1,-3.4,-0.2,2009,Aaron Gray
4107,2010-Aaron Gray,C,25,TOT,32,311,16.6,0.551,0.0,0.341,16.7,23.1,19.8,10.6,1.5,2.7,16.0,16.4,0.5,0.4,0.9,0.142,-1.1,-0.2,-1.3,0.1,2010,Aaron Gray
4108,2010-Aaron Gray,C,25,CHI,8,50,7.0,0.374,0.0,0.333,11.3,24.1,17.8,6.5,0.0,0.0,4.0,22.5,-0.1,0.1,0.0,-0.013,-5.5,-3.2,-8.7,-0.1,2010,Aaron Gray
4109,2010-Aaron Gray,C,25,NOH,24,261,18.4,0.612,0.0,0.344,17.7,22.9,20.2,11.4,1.8,3.2,19.5,15.3,0.6,0.3,0.9,0.172,-0.3,0.4,0.1,0.1,2010,Aaron Gray
4737,2011-Aaron Gray,C,26,NOH,41,531,11.0,0.566,0.0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,0.3,0.8,1.1,0.1,-3.9,-0.2,-4.0,-0.3,2011,Aaron Gray
5313,2012-Aaron Gray,C,27,TOR,49,813,11.1,0.526,0.0,0.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,0.082,-3.6,0.1,-3.5,-0.3,2012,Aaron Gray
5857,2013-Aaron Gray,C,28,TOR,42,513,9.0,0.544,0.0,0.489,10.9,20.0,15.4,9.9,0.7,0.8,24.8,13.1,0.2,0.4,0.5,0.05,-3.9,-0.4,-4.3,-0.3,2013,Aaron Gray
6470,2014-Aaron Gray,C,29,TOT,37,355,7.8,0.466,0.016,0.328,13.2,22.3,17.7,9.1,1.4,1.8,30.8,12.5,-0.3,0.4,0.1,0.016,-4.9,0.2,-4.7,-0.2,2014,Aaron Gray
6471,2014-Aaron Gray,C,29,TOR,4,20,5.7,0.644,0.0,0.667,17.4,29.3,23.3,23.1,0.0,0.0,50.8,17.9,0.0,0.0,0.0,-0.007,-9.9,2.1,-7.8,0.0,2014,Aaron Gray
6472,2014-Aaron Gray,C,29,SAC,33,335,7.9,0.455,0.017,0.31,13.0,21.8,17.4,8.2,1.5,1.9,29.1,12.2,-0.2,0.4,0.1,0.018,-4.6,0.1,-4.5,-0.2,2014,Aaron Gray
7714,2016-Aaron Harrison,SG,21,CHO,21,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3.0,3.2,0.0,14.1,13.7,-0.2,0.1,0.0,-0.014,-7.2,0.9,-6.3,-0.1,2016,Aaron Harrison
8296,2017-Aaron Harrison,SG,22,CHO,5,17,-2.2,0.102,0.5,0.5,0.0,19.5,9.7,22.6,0.0,0.0,0.0,12.9,-0.1,0.0,-0.1,-0.146,-10.1,-1.7,-11.8,0.0,2017,Aaron Harrison
8915,2018-Aaron Harrison,SG,23,DAL,9,233,5.1,0.392,0.623,0.246,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3,2018,Aaron Harrison
11702,2022-Aaron Henry,SF,22,PHI,6,17,-7.4,0.2,0.2,0.0,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,-0.1,0.0,-0.1,-0.306,-14.0,-2.4,-16.5,-0.1,2022,Aaron Henry
9635,2019-Aaron Holiday,PG,22,IND,50,646,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,2019,Aaron Holiday
10333,2020-Aaron Holiday,PG,23,IND,66,1617,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2,2020,Aaron Holiday
10987,2021-Aaron Holiday,PG,24,IND,66,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,2021,Aaron Holiday
11720,2022-Aaron Holiday,PG,25,TOT,63,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,2022,Aaron Holiday
11721,2022-Aaron Holiday,PG,25,WAS,41,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18.0,0.1,0.4,0.5,0.038,-2.4,0.3,-2.1,0.0,2022,Aaron Holiday
11722,2022-Aaron Holiday,PG,25,PHO,22,358,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0.0,16.8,20.0,0.4,0.5,0.9,0.125,-1.0,0.3,-0.8,0.1,2022,Aaron Holiday
8968,2018-Aaron Jackson,PG,31,HOU,1,35,2.4,0.405,0.444,0.222,6.5,3.2,4.8,4.0,0.0,0.0,9.2,13.7,0.0,0.0,0.0,-0.017,-6.6,-2.3,-8.9,-0.1,2018,Aaron Jackson
282,2003-Aaron McKie,SF,30,PHI,80,2374,13.7,0.497,0.168,0.201,3.0,14.5,8.7,18.6,2.9,0.3,13.1,15.8,2.1,3.0,5.1,0.104,-0.6,1.6,1.1,1.9,2003,Aaron McKie
819,2004-Aaron McKie,SF,31,PHI,75,2112,13.9,0.55,0.298,0.192,2.5,11.5,7.1,16.8,2.2,0.9,14.1,16.2,2.5,2.3,4.8,0.108,0.2,1.1,1.3,1.8,2004,Aaron McKie
1405,2005-Aaron McKie,SG,32,PHI,68,1118,8.4,0.51,0.437,0.113,2.0,15.5,8.7,13.4,2.2,1.2,17.2,7.1,0.5,1.5,2.0,0.085,-3.0,2.4,-0.6,0.4,2005,Aaron McKie
1977,2006-Aaron McKie,PG,33,LAL,14,121,6.1,0.272,0.167,0.167,2.9,16.5,9.7,12.5,2.2,0.0,13.4,5.6,0.0,0.1,0.1,0.041,-4.5,2.1,-2.4,0.0,2006,Aaron McKie
2524,2007-Aaron McKie,SF,34,LAL,10,131,7.5,0.647,0.0,0.0,0.9,15.1,8.0,14.4,1.6,0.0,32.0,8.6,0.0,0.1,0.1,0.039,-4.0,-0.1,-4.2,-0.1,2007,Aaron McKie
1981,2006-Aaron Miles,PG,22,GSW,19,118,6.0,0.405,0.0,0.222,0.0,13.6,6.6,29.5,1.7,0.6,35.8,11.6,-0.2,0.1,0.0,-0.015,-5.7,0.8,-5.0,-0.1,2006,Aaron Miles
11165,2021-Aaron Nesmith,SF,21,BOS,46,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,2021,Aaron Nesmith
11947,2022-Aaron Nesmith,SF,22,BOS,52,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,2022,Aaron Nesmith
12180,2022-Aaron Wiggins,SG,23,OKC,50,1209,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,2022,Aaron Wiggins
460,2003-Aaron Williams,C,31,NJN,81,1597,11.9,0.504,0.002,0.296,9.8,13.9,11.8,9.0,0.9,2.7,14.6,16.4,1.2,2.4,3.7,0.11,-2.2,0.6,-1.6,0.2,2003,Aaron Williams
1042,2004-Aaron Williams,C,32,NJN,72,1337,13.2,0.549,0.009,0.453,8.9,17.0,13.0,10.4,1.4,2.7,17.8,17.5,1.1,2.3,3.4,0.122,-2.4,0.8,-1.6,0.1,2004,Aaron Williams
1632,2005-Aaron Williams,C,33,TOT,42,315,5.9,0.518,0.0,0.27,6.2,16.3,11.1,4.2,0.8,2.0,19.4,12.9,-0.1,0.3,0.3,0.039,-6.7,0.0,-6.7,-0.4,2005,Aaron Williams
1633,2005-Aaron Williams,C,33,NJN,19,150,8.9,0.589,0.0,0.37,5.5,19.5,12.4,6.7,1.4,2.7,25.9,13.3,0.0,0.2,0.2,0.073,-5.1,1.8,-3.2,0.0,2005,Aaron Williams
1634,2005-Aaron Williams,C,33,TOR,23,165,3.3,0.461,0.0,0.194,6.7,13.3,9.9,1.9,0.3,1.3,13.3,12.5,0.0,0.1,0.0,0.008,-8.1,-1.6,-9.8,-0.3,2005,Aaron Williams
2195,2006-Aaron Williams,C,34,TOT,48,791,11.6,0.551,0.0,0.33,9.4,18.2,13.6,3.6,1.2,2.2,13.0,13.7,0.8,0.8,1.6,0.096,-3.2,-0.4,-3.6,-0.3,2006,Aaron Williams
2196,2006-Aaron Williams,C,34,TOR,14,99,7.2,0.578,0.0,0.316,5.9,12.9,9.3,1.5,2.1,2.4,18.8,12.4,0.0,0.1,0.1,0.048,-6.6,0.6,-6.0,-0.1,2006,Aaron Williams
2197,2006-Aaron Williams,C,34,NOK,34,692,12.2,0.548,0.0,0.331,9.9,18.9,14.3,3.9,1.0,2.1,12.2,13.8,0.8,0.7,1.5,0.103,-2.7,-0.6,-3.3,-0.2,2006,Aaron Williams
2710,2007-Aaron Williams,PF,35,LAC,38,374,9.4,0.606,0.019,0.415,8.7,18.4,13.6,2.9,1.0,2.9,22.3,10.0,0.2,0.4,0.7,0.089,-3.3,0.6,-2.7,-0.1,2007,Aaron Williams
3296,2008-Aaron Williams,C,36,LAC,30,297,10.3,0.54,0.0,0.327,5.8,18.0,11.9,4.9,2.1,3.8,17.1,11.8,0.0,0.4,0.4,0.072,-4.5,2.0,-2.5,0.0,2008,Aaron Williams
9118,2018-Abdel Nader,SF,24,BOS,48,522,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,2018,Abdel Nader
9832,2019-Abdel Nader,SF,25,OKC,61,694,8.8,0.522,0.465,0.167,2.0,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0.0,0.9,0.9,0.062,-3.6,0.3,-3.2,-0.2,2019,Abdel Nader
10491,2020-Abdel Nader,SF,26,OKC,55,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.2,0.2,-1.0,0.2,2020,Abdel Nader
11163,2021-Abdel Nader,SF,27,PHO,24,355,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19.0,0.3,0.4,0.7,0.095,-1.0,1.0,0.0,0.2,2021,Abdel Nader
11942,2022-Abdel Nader,SF,28,PHO,14,145,4.9,0.431,0.4,0.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,-0.3,0.3,0.0,-0.009,-7.1,2.2,-5.0,-0.1,2022,Abdel Nader
3060,2008-Acie Law,PG,23,ATL,56,865,7.7,0.455,0.143,0.203,1.6,6.0,3.8,20.4,1.8,0.0,17.8,16.5,-0.5,0.4,-0.1,-0.007,-4.2,-1.0,-5.2,-0.7,2008,Acie Law
3637,2009-Acie Law,PG,24,ATL,55,560,10.6,0.49,0.209,0.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,0.3,0.4,0.7,0.062,-2.2,-0.6,-2.9,-0.1,2009,Acie Law
4235,2010-Acie Law,PG,25,TOT,26,234,16.0,0.585,0.213,0.653,1.4,6.6,4.1,17.5,2.3,0.4,15.0,21.7,0.3,0.2,0.6,0.115,-0.6,-0.4,-1.0,0.1,2010,Acie Law
4236,2010-Acie Law,PG,25,GSW,5,66,21.3,0.752,0.214,1.071,0.0,3.4,1.7,15.0,4.3,0.0,8.8,14.7,0.3,0.0,0.3,0.236,1.4,1.4,2.7,0.1,2010,Acie Law
4237,2010-Acie Law,PG,25,CHA,9,33,7.5,0.419,0.063,0.438,0.0,3.6,1.8,16.0,1.6,2.5,13.6,31.1,-0.1,0.0,0.0,-0.066,-7.2,-1.3,-8.5,-0.1,2010,Acie Law
4238,2010-Acie Law,PG,25,CHI,12,135,15.4,0.58,0.267,0.6,2.5,8.9,5.8,19.2,1.5,0.0,17.4,22.9,0.2,0.1,0.3,0.101,0.0,-1.0,-1.0,0.0,2010,Acie Law
4844,2011-Acie Law,PG,26,TOT,51,726,9.9,0.502,0.194,0.344,1.9,8.2,5.0,16.3,2.2,0.0,16.7,15.7,0.1,0.3,0.4,0.027,-3.5,-0.5,-4.0,-0.4,2011,Acie Law
4845,2011-Acie Law,PG,26,MEM,11,94,0.4,0.256,0.316,0.526,3.8,10.3,7.0,19.3,2.2,0.0,29.9,16.0,-0.4,0.1,-0.3,-0.138,-8.3,-0.9,-9.2,-0.2,2011,Acie Law
4846,2011-Acie Law,PG,26,GSW,40,632,11.3,0.532,0.18,0.323,1.6,7.9,4.7,15.9,2.2,0.0,14.7,15.6,0.5,0.2,0.7,0.052,-2.7,-0.5,-3.2,-0.2,2011,Acie Law
174,2003-Adam Harrington,SG,22,TOT,19,111,7.4,0.387,0.378,0.108,1.0,7.5,4.1,18.0,0.9,0.7,4.9,16.5,0.0,0.1,0.0,0.017,-4.1,-1.2,-5.2,-0.1,2003,Adam Harrington
175,2003-Adam Harrington,SG,22,DAL,13,37,1.4,0.308,0.176,0.118,0.0,6.0,3.0,7.8,1.4,2.0,10.1,24.4,-0.2,0.0,-0.1,-0.164,-8.4,-2.7,-11.1,-0.1,2003,Adam Harrington
176,2003-Adam Harrington,SG,22,DEN,6,74,10.4,0.455,0.55,0.1,1.5,8.3,4.7,23.0,0.7,0.0,0.0,12.5,0.1,0.0,0.2,0.108,-1.9,-0.4,-2.3,0.0,2003,Adam Harrington
10470,2020-Adam Mokoka,SF,21,CHI,11,112,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,0.1,0.1,0.2,0.073,-2.9,-1.2,-4.1,-0.1,2020,Adam Mokoka
11148,2021-Adam Mokoka,SG,22,CHI,14,56,2.2,0.386,0.526,0.053,2.0,7.8,4.9,11.9,1.7,1.6,20.5,18.9,-0.2,0.1,-0.1,-0.112,-7.7,-1.6,-9.3,-0.1,2021,Adam Mokoka
2543,2007-Adam Morrison,PF,22,CHA,78,2326,7.9,0.45,0.273,0.179,2.7,9.2,5.9,11.9,0.6,0.2,11.3,22.4,-2.2,0.8,-1.5,-0.03,-2.7,-2.4,-5.1,-1.8,2007,Adam Morrison
3702,2009-Adam Morrison,SF,24,TOT,52,711,5.7,0.448,0.43,0.103,3.1,10.6,6.9,9.4,0.7,0.5,12.1,17.5,-0.6,0.6,0.0,0.001,-3.7,-1.1,-4.8,-0.5,2009,Adam Morrison
3703,2009-Adam Morrison,SF,24,CHA,44,667,5.8,0.452,0.436,0.1,3.0,10.3,6.7,9.4,0.7,0.5,11.6,17.6,-0.5,0.5,0.1,0.004,-3.5,-1.0,-4.5,-0.4,2009,Adam Morrison
3704,2009-Adam Morrison,SF,24,LAL,8,44,2.9,0.388,0.333,0.167,5.2,15.2,10.3,9.2,0.0,0.0,18.9,15.9,-0.1,0.0,0.0,-0.045,-6.5,-2.7,-9.2,-0.1,2009,Adam Morrison
4300,2010-Adam Morrison,SF,25,LAL,31,241,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,0.0,0.009,-3.6,-1.1,-4.7,-0.2,2010,Adam Morrison
11937,2022-Ade Murkey,SG,24,SAC,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0,2022,Ade Murkey
10582,2020-Admiral Schofield,PF,22,WAS,33,368,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,2020,Admiral Schofield
12055,2022-Admiral Schofield,SF,24,ORL,38,469,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4,2022,Admiral Schofield
141,2003-Adonal Foyle,C,27,GSW,82,1787,15.3,0.563,0.003,0.301,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11.0,2.3,1.7,4.0,0.106,-0.7,1.7,0.9,1.3,2003,Adonal Foyle
660,2004-Adonal Foyle,C,28,GSW,44,572,13.0,0.471,0.0,0.269,10.6,22.3,16.4,4.8,0.6,5.8,12.6,13.4,0.3,0.8,1.1,0.093,-2.3,1.2,-1.1,0.1,2004,Adonal Foyle
1248,2005-Adonal Foyle,C,29,GSW,78,1700,12.7,0.514,0.0,0.232,10.1,17.7,13.7,4.9,0.8,6.7,14.5,10.4,1.2,2.2,3.4,0.096,-2.8,1.7,-1.2,0.3,2005,Adonal Foyle
1822,2006-Adonal Foyle,C,30,GSW,77,1824,10.3,0.524,0.0,0.223,8.5,17.6,13.0,2.8,1.2,5.1,19.5,10.0,0.3,2.5,2.8,0.075,-3.4,1.7,-1.7,0.1,2006,Adonal Foyle
2363,2007-Adonal Foyle,C,31,GSW,48,475,13.7,0.557,0.0,0.294,11.5,17.7,14.6,5.5,1.1,8.0,19.3,10.7,0.4,0.6,1.0,0.104,-2.3,1.6,-0.7,0.2,2007,Adonal Foyle
2904,2008-Adonal Foyle,C,32,ORL,82,774,9.9,0.464,0.0,0.222,11.0,19.6,15.5,3.4,1.1,4.2,16.0,11.8,0.0,1.3,1.3,0.08,-3.1,1.2,-1.9,0.0,2008,Adonal Foyle
3510,2009-Adonal Foyle,C,33,TOT,10,62,19.7,0.623,0.0,0.545,16.8,30.1,23.6,2.6,0.0,9.3,18.0,12.4,0.1,0.2,0.3,0.212,0.8,3.2,4.0,0.1,2009,Adonal Foyle
3511,2009-Adonal Foyle,C,33,ORL,9,59,21.0,0.623,0.0,0.545,17.7,31.7,24.8,2.7,0.0,9.7,18.0,13.0,0.1,0.2,0.3,0.223,1.6,3.5,5.1,0.1,2009,Adonal Foyle
3512,2009-Adonal Foyle,C,33,MEM,1,3,-6.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.003,-15.0,-2.5,-17.6,0.0,2009,Adonal Foyle
